pair_name,family,gamma,top_k,top_p,trials,baseline_large_tps,baseline_large_elapsed_ms,avg_target_baseline_generate_ms_per_token,speculative_tps,speedup,acceptance_rate,all_accept_round_rate,resample_round_rate,avg_accepted_per_round,avg_contributed_per_round,avg_draft_generate_ms_per_round,avg_target_verify_ms_per_round,draft_generate_ms_total,target_verify_ms_total,rounds,generated_tokens
llama32_1b_to_3b,llama3.2,6,100,0.0,6,30.463840333333334,2193.8829331666666,32.848830666666665,39.141464000000006,1.2853415000000001,0.9300505,0.869697,0.130303,5.580303,6.580303,125.10173283333334,40.32551433333334,1271.793381,409.94651466666664,10.166666666666666,66.83333333333333
llama32_1b_to_3b,llama3.2,4,100,0.0,6,30.03261983333333,2192.1112676666667,33.30268216666666,37.070243833333336,1.2351688333333335,0.9173363333333334,0.8677578333333335,0.13224216666666666,3.6693451666666665,4.669345166666667,84.3850155,39.4656775,1194.970048,559.046144,14.166666666666666,65.83333333333333
llama32_1b_to_3b,llama3.2,4,50,0.0,6,30.131820833333336,2190.4674741666668,33.19690666666667,36.037678,1.1962840000000001,0.8798115000000001,0.7915673333333334,0.20843266666666668,3.5192460000000003,4.519246,83.98540766666666,39.3508215,1231.489743,577.1855401666667,14.666666666666666,66.0
llama32_1b_to_3b,llama3.2,2,50,0.0,6,29.567316166666668,2198.4129216666665,33.824193333333334,35.27929866666667,1.1933785,0.9664033333333334,0.9400523333333334,0.05994766666666667,1.932806,2.932806,43.34366683333334,38.35043983333333,960.8241221666667,850.1435113333333,22.166666666666668,65.0
llama32_1b_to_3b,llama3.2,2,100,0.0,6,29.690997333333332,2189.2542886666665,33.68552733333333,34.960019333333335,1.1776043333333333,0.9556981666666666,0.9410405000000001,0.0589595,1.9113965000000002,2.9113965,43.404111666666665,38.4452295,969.3639395,858.6038583333334,22.333333333333332,65.0
llama32_1b_to_3b,llama3.2,6,50,0.0,6,30.7909105,2192.368591,32.51374716666667,35.69568666666667,1.1598431666666666,0.827441,0.7386365,0.2613635,4.9646463333333335,5.9646463333333335,124.46107816666667,40.08458866666667,1410.5836984999999,454.353396,11.333333333333334,67.5
llama32_1b_to_3b,llama3.2,2,100,0.9,6,29.643233,2204.031693833333,33.73701966666667,33.84880616666667,1.1421158333333332,0.9531458333333332,0.9343705,0.06562950000000001,1.9062908333333333,2.9062908333333333,44.69544716666667,39.71621183333333,1005.4903429999999,893.5013078333333,22.5,65.33333333333333
llama32_1b_to_3b,llama3.2,2,50,0.9,6,29.088581,2223.6711206666664,34.394194,33.092222166666666,1.1375863333333334,0.9173801666666667,0.8921549999999999,0.10784500000000001,1.8347606666666667,2.8347606666666665,44.510352000000005,39.71506016666667,1016.4133818333333,906.951227,22.833333333333332,64.66666666666667
llama32_1b_to_3b,llama3.2,6,50,0.9,6,30.75469766666667,2200.1069048333334,32.539544666666664,34.698261333333335,1.1291268333333333,0.8395883333333334,0.7770398333333333,0.22296016666666665,5.037529,6.037529,128.25059783333333,43.20754733333333,1453.9010371666666,489.740542,11.333333333333334,67.66666666666667
llama32_1b_to_3b,llama3.2,4,50,0.9,6,29.888867833333336,2208.1307625,33.465830833333335,33.57016633333333,1.1236538333333332,0.8311799999999999,0.756851,0.24314899999999998,3.3247198333333334,4.324719833333334,85.48681833333335,41.3090455,1310.4768473333334,633.3271978333333,15.333333333333334,66.0
llama32_1b_to_3b,llama3.2,6,100,0.9,6,30.530802833333336,2210.8272655,32.78297383333334,33.97628533333333,1.1151776666666666,0.8086641666666666,0.6833334999999999,0.3166665,4.851984,5.851984000000001,126.75157883333333,42.89474633333333,1478.5485741666669,499.7855256666667,11.666666666666666,67.5
llama32_1b_to_3b,llama3.2,4,100,0.9,6,30.076859166666665,2211.0199804999997,33.265817166666665,32.900546,1.095395,0.8141216666666667,0.7351096666666667,0.26489033333333334,3.2564868333333337,4.256486833333334,85.78972800000001,41.4825955,1357.057194,656.323698,15.833333333333334,66.5
