pair_name,family,approx_quant,target_quant,gamma,top_k,top_p,trials,baseline_large_tps,baseline_large_elapsed_ms,avg_target_baseline_generate_ms_per_token,speculative_tps,speedup,acceptance_rate,all_accept_round_rate,resample_round_rate,avg_accepted_per_round,avg_contributed_per_round,avg_draft_generate_ms_per_round,avg_target_verify_ms_per_round,draft_generate_ms_total,target_verify_ms_total,rounds,generated_tokens
llama32_1b_to_31_8b,llama_cross,none,none,10,150,0.0,6,16.140927333333334,4130.260293833334,61.989269166666666,32.324193333333334,2.0044636666666666,0.8580358333333332,0.7708335000000001,0.22916650000000002,8.580357166666667,9.580357166666667,218.51239433333333,73.7682135,1528.688067,516.2196688333333,7.0,66.66666666666667
llama32_1b_to_31_8b,llama_cross,none,none,6,200,0.0,6,16.064848166666668,4129.213699333333,62.319430833333335,31.642450666666665,1.9711065,0.9212121666666667,0.869697,0.130303,5.527272666666666,6.527272666666666,132.09917266666665,71.25220583333333,1342.9483028333334,724.3490543333334,10.166666666666666,66.33333333333333
llama32_1b_to_31_8b,llama_cross,none,none,6,150,0.0,6,16.145349,4129.128842333333,62.00453783333333,31.03398866666667,1.9230286666666665,0.8962121666666668,0.8169191666666666,0.18308083333333336,5.377272666666666,6.377272666666666,131.41879400000002,71.12044999999999,1379.262479,746.6998818333333,10.5,66.66666666666667
llama32_1b_to_31_8b,llama_cross,none,none,8,150,0.0,6,16.764463666666668,4125.6750855,59.71998966666666,31.5055235,1.8776893333333333,0.8605323333333333,0.7620371666666667,0.23796283333333335,6.8842593333333335,7.8842593333333335,174.38220733333333,72.42100649999999,1540.8015238333335,639.485722,8.833333333333334,69.16666666666667
llama32_1b_to_31_8b,llama_cross,none,none,4,200,0.0,6,16.017900833333332,4130.751529333334,62.449650166666665,29.878330166666668,1.8657946666666667,0.9464286666666667,0.9166664999999999,0.0833335,3.7857141666666667,4.785714166666667,88.06978816666667,69.77443183333334,1218.1135365,965.1636008333334,13.833333333333334,66.16666666666667
llama32_1b_to_31_8b,llama_cross,none,none,6,100,0.0,6,16.238794666666667,4125.8707036666665,61.64347966666667,29.80329516666667,1.8361143333333334,0.8564815,0.7833335,0.21666649999999998,5.138889,6.138889,131.9103985,71.06849483333333,1449.6975590000002,781.506055,11.0,67.0
llama32_1b_to_31_8b,llama_cross,none,none,10,100,0.0,6,16.437979833333333,4126.691417333333,60.886982666666675,29.9915405,1.8303863333333332,0.7809193333333333,0.6369048333333334,0.36309516666666664,7.809193166666667,8.809193166666667,216.45960083333333,73.47041066666667,1696.0603703333334,574.8690726666667,7.833333333333333,67.83333333333333
llama32_1b_to_31_8b,llama_cross,none,none,4,150,0.0,6,15.899540166666666,4130.045572333333,62.92043816666666,29.069141166666668,1.8298500000000002,0.9171918333333333,0.8697478333333333,0.13025216666666667,3.6687675,4.6687675,88.46227116666667,69.797561,1252.996252,988.6855973333335,14.166666666666666,65.66666666666667
llama32_1b_to_31_8b,llama_cross,none,none,8,50,0.0,6,16.4981415,4131.767575333333,60.71024616666667,30.130681166666665,1.8246003333333334,0.8175924999999999,0.7281986666666667,0.27180133333333334,6.5407408333333334,7.5407408333333334,174.3686785,72.38140333333332,1597.7212463333333,663.1684644999999,9.166666666666666,68.16666666666667
llama32_1b_to_31_8b,llama_cross,none,none,8,100,0.0,6,16.478207,4126.569994,60.7711865,29.954729666666665,1.817007,0.8146990000000001,0.7043351666666666,0.2956648333333333,6.517592666666666,7.517592666666666,174.99727833333336,72.34391216666667,1601.4908345000001,662.6110279999999,9.166666666666666,68.0
llama32_1b_to_31_8b,llama_cross,none,none,4,100,0.0,6,15.942427,4129.352317333333,62.7488185,28.597791166666667,1.7936684999999999,0.896818,0.8352590000000001,0.164741,3.5872724999999996,4.5872725,88.28195133333332,69.72728266666667,1279.1478359999999,1010.6717444999999,14.5,65.83333333333333
llama32_1b_to_31_8b,llama_cross,none,none,4,50,0.0,6,16.073933333333333,4126.740702166667,62.23828666666666,28.458153499999998,1.7707206666666666,0.8945106666666667,0.8251323333333334,0.17486766666666667,3.5780423333333338,4.578042333333333,88.68538033333334,69.776942,1299.546853,1022.8266281666666,14.666666666666666,66.33333333333333
llama32_1b_to_31_8b,llama_cross,none,none,8,200,0.0,6,16.200241833333333,4125.440658666667,61.73837683333333,28.691704833333333,1.770344,0.7688079999999999,0.6277780000000001,0.372222,6.150462833333333,7.150462833333333,173.741895,72.16147600000001,1650.7408888333332,685.2311706666666,9.5,66.83333333333333
llama32_1b_to_31_8b,llama_cross,none,none,10,200,0.0,6,16.341346166666668,4130.548571166667,61.28968916666667,28.449552,1.7506618333333333,0.7432538333333333,0.6028438333333334,0.3971561666666667,7.4325395,8.432539499999999,218.66357283333332,73.40004516666666,1818.1301649999998,610.8774275,8.333333333333334,67.5
llama32_1b_to_31_8b,llama_cross,none,none,8,200,0.9,6,16.30995916666667,4148.822142,61.407753500000005,28.150705333333335,1.7273981666666665,0.7828703333333333,0.6467593333333334,0.3532406666666667,6.262963,7.262963,178.37850416666666,76.14175516666667,1693.5684598333335,722.1588613333333,9.5,67.66666666666667
llama32_1b_to_31_8b,llama_cross,none,none,6,100,0.9,6,16.1397495,4151.250415333333,62.037367999999994,26.673947,1.655232,0.7684285000000001,0.6313131666666667,0.36868683333333335,4.610569833333333,5.610569833333333,133.54491616666667,73.959797,1601.7032408333334,887.0238648333334,12.0,67.0
llama32_1b_to_31_8b,llama_cross,none,none,6,50,0.0,6,16.283551,4124.8438815,61.46948016666667,26.915092666666666,1.6495271666666664,0.7480648333333333,0.6907899999999999,0.30921,4.4883895,5.4883895,130.25160783333334,70.79057166666666,1626.5366363333333,884.473019,12.5,67.16666666666667
llama32_1b_to_31_8b,llama_cross,none,none,8,50,0.9,6,16.386529166666666,4149.6377455,61.10183216666667,27.056744,1.6484633333333332,0.7412721666666666,0.6080388333333333,0.3919611666666667,5.930176666666667,6.930176666666667,176.57126000000002,75.9470285,1762.8717555,758.4308913333334,10.0,68.0
llama32_1b_to_31_8b,llama_cross,none,none,6,150,0.9,6,16.2606665,4151.1309535,61.55155883333333,26.74142433333333,1.6465496666666668,0.7757938333333333,0.6893940000000001,0.310606,4.654761833333333,5.654761833333333,134.57250000000002,74.08749966666666,1614.7727286666668,888.452345,12.0,67.5
llama32_1b_to_31_8b,llama_cross,none,none,6,50,0.9,6,15.818779999999999,4151.231193833333,63.23531549999999,25.781248333333334,1.63056,0.7353341666666666,0.6049921666666667,0.39500783333333334,4.412004666666667,5.412004666666667,133.38134416666665,73.863851,1623.0777776666666,898.4958991666667,12.166666666666666,65.66666666666667
llama32_1b_to_31_8b,llama_cross,none,none,10,50,0.9,6,15.902623166666666,4150.2115779999995,62.933454833333336,25.796971499999998,1.6272836666666668,0.6815873333333333,0.45048099999999996,0.549519,6.815873,7.815873,221.27546683333333,77.870032,1917.0214803333336,673.4455075,8.666666666666666,66.0
llama32_1b_to_31_8b,llama_cross,none,none,4,50,0.9,6,15.767901333333333,4153.950822,63.45587683333333,25.63065183333333,1.6272241666666665,0.8053233333333334,0.6927213333333334,0.30727866666666664,3.221292833333333,4.221292833333333,90.42437683333333,71.91922316666667,1414.9438055,1125.9723833333335,15.666666666666666,65.5
llama32_1b_to_31_8b,llama_cross,none,none,8,150,0.9,6,16.66987633333333,4149.2092815,60.073461,26.973068,1.6164003333333332,0.737216,0.6049241666666666,0.39507583333333335,5.897727333333333,6.897727333333333,176.4585435,75.8480745,1792.5343121666665,770.5083823333333,10.166666666666666,69.16666666666667
llama32_1b_to_31_8b,llama_cross,none,none,4,200,0.9,6,15.7837445,4149.890134833334,63.37130666666667,25.46073266666667,1.6139320000000001,0.7999881666666666,0.7058473333333334,0.2941526666666667,3.199953166666667,4.199953166666667,90.66794116666667,71.98545316666666,1420.3092611666668,1127.4869346666667,15.666666666666666,65.5
