pair_name,family,gamma,top_k,top_p,trials,baseline_large_tps,baseline_large_elapsed_ms,avg_target_baseline_generate_ms_per_token,speculative_tps,speedup,acceptance_rate,all_accept_round_rate,resample_round_rate,avg_accepted_per_round,avg_contributed_per_round,avg_draft_generate_ms_per_round,avg_target_verify_ms_per_round,draft_generate_ms_total,target_verify_ms_total,rounds,generated_tokens
opt_125m_to_1p3b,opt,6,50,0.0,6,3.865516166666666,17251.7118,258.9149813333333,16.992030833333335,4.398008,0.7501864999999999,0.6573233333333334,0.3426766666666667,4.501118333333333,5.501118333333333,36.64214116666667,283.8528745,454.6987833333333,3506.065533333334,12.333333333333334,66.66666666666667
opt_125m_to_1p3b,opt,6,100,0.0,6,3.8824581666666664,17258.77415,257.6810316666667,16.732486166666664,4.318008,0.7436254999999999,0.6192841666666666,0.38071583333333336,4.461752166666667,5.461752166666667,36.910231,285.14628049999993,457.86488333333335,3563.915116666667,12.5,67.0
opt_125m_to_1p3b,opt,6,50,0.9,6,3.7462485,17445.402700000002,267.013164,16.05053883333333,4.287396,0.7059525,0.556746,0.44325400000000004,4.235714333333333,5.235714333333333,37.60490049999999,283.73360149999996,473.1111,3585.9277333333334,12.666666666666666,65.33333333333333
opt_125m_to_1p3b,opt,6,100,0.9,6,3.797675833333333,17427.178916666668,263.45482233333337,15.225551666666666,4.0104315,0.6704724999999999,0.5067401666666667,0.49325983333333334,4.022835,5.022835,38.37673766666667,287.0226763333333,523.4661166666666,3917.0842,13.666666666666666,66.16666666666667
opt_125m_to_1p3b,opt,4,50,0.9,6,3.8073158333333335,17204.128500000003,262.672896,13.951397833333337,3.6647218333333336,0.8188394999999998,0.757505,0.24249500000000002,3.2753583333333336,4.275358333333333,25.582051333333336,278.3986873333333,397.1396,4321.8499833333335,15.5,65.5
opt_125m_to_1p3b,opt,4,50,0.0,6,3.8199285,17416.45191666667,262.0067075,13.832860833333335,3.6252750000000002,0.8071601666666667,0.7559521666666665,0.24404783333333335,3.2286413333333335,4.228641333333333,24.444047,278.3071743333333,386.5961166666666,4406.497416666667,15.833333333333334,66.5
opt_125m_to_1p3b,opt,4,100,0.0,6,3.7811909999999997,17328.10895,264.6469363333334,13.288806,3.5057066666666667,0.775397,0.699504,0.30049600000000004,3.1015873333333333,4.101587333333334,25.65048383333333,280.1346346666666,418.4821166666666,4578.961816666667,16.333333333333332,65.5
opt_125m_to_1p3b,opt,4,100,0.9,6,3.7891626666666665,17424.120916666667,264.04853683333334,13.1065515,3.4660983333333335,0.7780268333333334,0.7083118333333335,0.29168816666666664,3.1121068333333337,4.112106833333333,27.377967,283.69236,443.44593333333336,4589.072533333333,16.166666666666668,66.0
qwen25_0p5b_to_3b,qwen2.5,6,100,0.0,6,8.904302333333334,7640.429649999999,112.40900566666666,23.172827333333334,2.6029916666666666,0.8541373333333334,0.7245923333333334,0.2754076666666667,5.1248249999999995,6.124824999999999,133.1018615,126.93345716666666,1488.6665666666665,1417.96215,11.166666666666666,68.0
qwen25_0p5b_to_3b,qwen2.5,4,100,0.0,6,8.842668833333333,7468.59185,113.175299,22.8226035,2.582101166666667,0.9299601666666666,0.8246029999999999,0.175397,3.7198411666666664,4.719841166666666,83.12289299999999,120.25484783333336,1165.1824000000001,1684.4107666666666,14.0,66.0
