pair_name,family,approx_quant,target_quant,gamma,top_k,top_p,trials,baseline_large_tps,baseline_large_elapsed_ms,avg_target_baseline_generate_ms_per_token,speculative_tps,speedup,acceptance_rate,all_accept_round_rate,resample_round_rate,avg_accepted_per_round,avg_contributed_per_round,avg_draft_generate_ms_per_round,avg_target_verify_ms_per_round,draft_generate_ms_total,target_verify_ms_total,rounds,generated_tokens
llama32_1b_to_31_8b,llama_cross,nf4,nf4,6,100,0.0,6,13.926768833333334,4739.9154895,71.839466,15.823480666666667,1.1363633333333334,0.8314575,0.7469698333333333,0.25303016666666667,4.988744666666666,5.988744666666666,237.77963466666665,137.55141516666666,2652.4905711666665,1535.4348855,11.166666666666666,66.0
llama32_1b_to_31_8b,llama_cross,nf4,nf4,6,200,0.9,6,13.949078499999999,4755.516242000001,71.726123,15.446545,1.1071171666666666,0.8161291666666667,0.7283801666666667,0.27161983333333334,4.8967755,5.8967755,238.12947599999998,140.56309633333333,2696.3409528333336,1592.3085615,11.333333333333334,66.33333333333333
llama32_1b_to_31_8b,llama_cross,nf4,nf4,4,100,0.0,6,13.855975,4740.152659833333,72.2294655,15.2852235,1.103593,0.9026071666666667,0.8450225000000001,0.15497750000000002,3.6104288333333336,4.610428833333334,162.93583433333333,136.25157483333334,2333.3272768333336,1952.724502,14.333333333333334,65.66666666666667
llama32_1b_to_31_8b,llama_cross,nf4,nf4,8,150,0.0,6,14.800304333333335,4752.739862666666,67.604993,16.243739333333334,1.0969395,0.79723,0.7251133333333333,0.27488666666666667,6.377839333333333,7.377839333333333,311.3699105,138.93323883333332,3056.981681333333,1364.9565193333335,9.833333333333334,70.33333333333333
llama32_1b_to_31_8b,llama_cross,nf4,nf4,6,200,0.0,6,14.053831,4755.4470525,71.20733383333334,15.406890166666665,1.0957851666666667,0.8041330000000001,0.7321096666666667,0.26789033333333334,4.8247975,5.8247975,237.3880376666667,137.60924283333333,2767.2258535,1604.4726616666667,11.666666666666666,66.83333333333333
llama32_1b_to_31_8b,llama_cross,nf4,nf4,8,100,0.0,6,14.4629235,4736.238079833333,69.24161483333334,15.831658833333334,1.0949095,0.7719616666666665,0.6849618333333334,0.3150381666666667,6.175692833333334,7.175692833333334,310.69045783333337,138.8074675,3052.508792,1363.6175086666667,9.833333333333334,68.5
llama32_1b_to_31_8b,llama_cross,nf4,nf4,10,200,0.0,6,14.298155999999999,4747.125420166667,70.17512916666668,15.537652833333333,1.0915055,0.7235648333333334,0.6046958333333333,0.3953041666666666,7.2356481666666665,8.235648166666666,385.11827650000004,140.12598533333335,3330.7661083333332,1212.6901631666667,8.666666666666666,67.83333333333333
llama32_1b_to_31_8b,llama_cross,nf4,nf4,8,200,0.0,6,14.739824833333335,4727.7491775,67.99816,16.0229335,1.0864066666666667,0.7832653333333334,0.7454836666666668,0.25451633333333334,6.266122833333333,7.266122833333333,310.94643966666666,138.82760666666667,3105.8351123333337,1386.4534970000002,10.0,69.66666666666667
llama32_1b_to_31_8b,llama_cross,nf4,nf4,6,150,0.0,6,13.9252385,4775.149206833333,71.84468266666666,15.097510833333333,1.0852316666666668,0.7802403333333333,0.6766125000000001,0.3233875,4.681440833333333,5.681440833333333,235.93824500000002,137.48432983333333,2790.0843760000002,1626.5140363333333,11.833333333333334,66.5
llama32_1b_to_31_8b,llama_cross,nf4,nf4,4,150,0.9,6,13.747793999999999,4776.778765166667,72.76031533333334,14.908235833333334,1.0845388333333335,0.8867006666666667,0.7985883333333333,0.20141166666666666,3.5468025,4.5468025,164.151564,138.4833,2379.8827205000002,2007.6625459999998,14.5,65.66666666666667
llama32_1b_to_31_8b,llama_cross,nf4,nf4,8,150,0.9,6,13.774184499999999,4767.616181,72.62868466666667,14.870953666666667,1.0801608333333335,0.7320023333333333,0.5300505,0.4699495,5.8560185,6.8560185,314.87026050000003,142.78368983333334,3043.0493279999996,1379.8263811666666,9.666666666666666,65.66666666666667
llama32_1b_to_31_8b,llama_cross,nf4,nf4,4,50,0.0,6,13.977241166666667,4757.789888666666,71.57583666666666,14.645359333333333,1.0500806666666667,0.8577118333333335,0.7834211666666667,0.2165788333333333,3.4308476666666667,4.430847666666667,163.84588416666665,136.26476733333334,2482.6149315,2066.3113163333333,15.166666666666666,66.5
llama32_1b_to_31_8b,llama_cross,nf4,nf4,8,50,0.0,6,14.276588333333335,4739.761738,70.09211333333333,14.997541333333333,1.0488465,0.7173256666666666,0.5691951666666667,0.43080483333333336,5.738603833333333,6.738603833333333,307.0184248333333,138.56665033333334,3168.7178478333335,1431.1933935,10.333333333333334,67.66666666666667
llama32_1b_to_31_8b,llama_cross,nf4,nf4,4,200,0.9,6,13.8956065,4773.318585833334,71.981517,14.447276833333333,1.0399749999999999,0.8598156666666666,0.7600961666666667,0.23990383333333334,3.4392628333333337,4.439262833333333,166.308762,138.5436993333333,2493.972397833333,2077.880192166667,15.0,66.33333333333333
llama32_1b_to_31_8b,llama_cross,nf4,nf4,6,150,0.9,6,13.838455333333334,4793.030909666667,72.3281655,14.350089833333334,1.037787,0.7442371666666667,0.6178126666666667,0.3821873333333334,4.4654235,5.4654235,237.71334016666665,140.46577249999999,2892.9159571666664,1709.0040663333332,12.166666666666666,66.33333333333333
llama32_1b_to_31_8b,llama_cross,nf4,nf4,10,150,0.9,6,14.188193833333335,4769.782304166667,70.5643455,14.607343,1.0328225,0.6783760000000001,0.417869,0.5821310000000001,6.78376,7.78376,384.741759,144.26239216666667,3395.3685621666664,1273.3254631666666,8.833333333333334,67.66666666666667
llama32_1b_to_31_8b,llama_cross,nf4,nf4,10,150,0.0,6,14.455168,4762.638737,69.32594216666666,14.948946,1.0312973333333333,0.6856945,0.5638888333333333,0.43611116666666666,6.8569445,7.8569445,382.2155461666667,139.8136915,3441.075021666667,1258.0948371666666,9.0,68.83333333333333
llama32_1b_to_31_8b,llama_cross,nf4,nf4,8,200,0.9,6,14.216911166666668,4782.909021833333,70.4226215,14.383305166666666,1.0136253333333334,0.7009105,0.5103145,0.4896855,5.607284333333333,6.607284333333333,313.27434866666664,142.62910150000002,3287.142843166667,1496.3392983333333,10.5,68.0
llama32_1b_to_31_8b,llama_cross,nf4,nf4,4,150,0.0,6,13.7322215,4769.690503666667,72.85503516666667,13.897396,1.0120936666666667,0.7920556666666667,0.6844965,0.3155035,3.168223,4.168223,161.309728,136.1370215,2551.0152821666666,2155.0969196666665,15.833333333333334,65.5
llama32_1b_to_31_8b,llama_cross,nf4,nf4,10,100,0.0,6,14.654394166666668,4742.60062,68.30597083333333,14.807944999999998,1.0117218333333333,0.6786706666666666,0.5317459999999999,0.468254,6.786706333333334,7.786706333333334,381.9840183333333,139.66280383333333,3621.900992333333,1325.754238,9.5,69.5
llama32_1b_to_31_8b,llama_cross,nf4,nf4,6,50,0.0,6,14.380559333333332,4763.739726833333,69.62670583333333,14.584552333333335,1.0105485,0.7444618333333333,0.6492951666666666,0.35070483333333335,4.466772,5.466772,234.5110835,137.346303,3007.8995628333337,1761.9612293333332,12.833333333333334,68.5
llama32_1b_to_31_8b,llama_cross,nf4,nf4,4,200,0.0,6,14.131741499999999,4741.653560833333,70.79096716666668,14.2440615,1.0073651666666665,0.8235291666666668,0.7169933333333334,0.2830066666666667,3.2941175,4.2941175,162.9597095,136.06989583333333,2551.6506974999998,2131.4613871666666,15.666666666666666,67.0
llama32_1b_to_31_8b,llama_cross,nf4,nf4,10,100,0.9,6,14.1100635,4759.888813666667,70.990267,13.927577999999999,0.9917455000000001,0.6434631666666667,0.47597399999999995,0.524026,6.434632,7.434632,385.6362183333333,143.99376166666667,3593.2580015,1342.0260123333335,9.333333333333334,67.16666666666667
llama32_1b_to_31_8b,llama_cross,nf4,nf4,6,100,0.9,6,14.2364945,4776.5453345,70.265586,14.072604,0.989039,0.7219678333333333,0.5620631666666667,0.43793683333333333,4.331807,5.331807,235.95191533333332,140.22384916666667,3027.8027414999997,1799.397267,12.833333333333334,68.0
llama32_1b_to_31_8b,llama_cross,nf4,nf4,4,50,0.9,6,13.807826166666667,4780.196791166666,72.46884433333334,13.603193666666668,0.9856538333333335,0.782118,0.6688725,0.3311275,3.1284721666666666,4.128472166666667,162.85361666666665,138.34397383333334,2604.8615108333333,2213.3414660000003,16.0,66.0
llama32_1b_to_31_8b,llama_cross,nf4,nf4,10,50,0.9,6,13.820727,4740.030506833334,72.4014695,13.413275666666665,0.9671925,0.6121151666666668,0.3503485,0.6496515,6.1211519999999995,7.1211519999999995,382.96774483333337,143.89557383333332,3633.8987763333334,1365.7601573333334,9.5,65.5
llama32_1b_to_31_8b,llama_cross,nf4,nf4,8,50,0.9,6,14.264050833333334,4756.133776833333,70.2219625,13.757308833333333,0.9649693333333333,0.6606378333333333,0.540909,0.45909099999999997,5.285101,6.285101,311.72457433333335,142.02359483333333,3375.7660915,1538.3274531666666,10.833333333333334,67.83333333333333
llama32_1b_to_31_8b,llama_cross,nf4,nf4,4,100,0.9,6,13.901221333333332,4760.4128455,71.98127483333333,13.212417333333333,0.9505445,0.7533626666666667,0.6414518333333333,0.3585481666666667,3.0134505,4.0134505,162.93795583333335,138.40392783333334,2713.0351109999997,2305.8528926666663,16.666666666666668,66.16666666666667
llama32_1b_to_31_8b,llama_cross,nf4,nf4,6,50,0.9,6,14.436601833333333,4756.262122,69.29087483333333,13.579404333333335,0.9422461666666666,0.6931534999999999,0.5513286666666667,0.44867133333333337,4.158921,5.158921,236.77125433333333,140.2064835,3193.2186463333333,1891.8780873333333,13.5,68.66666666666667
llama32_1b_to_31_8b,llama_cross,nf4,nf4,8,100,0.9,6,14.158954333333334,4767.844014833333,70.70979283333334,12.736135166666665,0.9016711666666667,0.6006096666666666,0.440837,0.559163,4.804879166666667,5.804879166666667,310.8535481666667,141.87665283333334,3780.809252833333,1725.7753445,12.166666666666666,67.5
llama32_1b_to_31_8b,llama_cross,nf4,nf4,10,200,0.9,6,14.2316285,4767.4729744999995,70.49288133333333,12.776936666666666,0.8960699999999999,0.5854878333333333,0.3928061666666667,0.6071938333333333,5.854879,6.854879,387.9548805,143.955594,4190.378024833333,1556.0177334999998,10.833333333333334,67.83333333333333
llama32_1b_to_31_8b,llama_cross,nf4,nf4,10,50,0.0,6,14.644097333333333,4725.721623833333,68.40593766666667,12.913407999999999,0.8824005,0.5757455,0.3672435,0.6327565,5.7574555,6.7574555,380.7078595,139.52286116666667,3999.4364433333335,1463.5430443333335,10.5,69.16666666666667
