pair_name,family,gamma,top_k,top_p,trials,baseline_large_tps,baseline_large_elapsed_ms,avg_target_baseline_generate_ms_per_token,speculative_tps,speedup,acceptance_rate,all_accept_round_rate,resample_round_rate,avg_accepted_per_round,avg_contributed_per_round,avg_draft_generate_ms_per_round,avg_target_verify_ms_per_round,draft_generate_ms_total,target_verify_ms_total,rounds,generated_tokens
llama32_1b_to_3b,llama3.2,6,100,0.0,6,3.4674300000000002,19182.581233333334,288.47202283333337,14.968279166666667,4.316428999999999,0.8605638333333333,0.8050506666666667,0.19494933333333334,5.1633838333333335,6.163383833333334,97.64594633333333,309.7230785,1057.831766666667,3354.741016666667,10.833333333333334,66.5
llama32_1b_to_3b,llama3.2,6,50,0.0,6,3.4731251666666663,19205.071166666672,288.3502818333333,14.781283333333333,4.263261833333334,0.8805554999999999,0.7777778333333333,0.22222216666666664,5.283333333333334,6.283333333333334,106.8829405,313.8278388333334,1138.6985833333333,3347.8001500000005,10.666666666666666,66.66666666666667
llama32_1b_to_3b,llama3.2,6,100,0.9,6,3.4167209999999995,19522.362966666667,292.9868576666667,14.283301999999999,4.184694833333334,0.8492001666666668,0.7199494999999999,0.28005050000000004,5.095201833333333,6.095201833333333,105.02588516666667,316.4671876666667,1151.9660833333332,3476.5636,11.0,66.66666666666667
llama32_1b_to_3b,llama3.2,6,50,0.9,6,3.455168333333333,19540.913816666667,289.5345055,14.202864833333335,4.109008666666667,0.8322098333333333,0.7142386666666667,0.28576133333333337,4.9932593333333335,5.9932593333333335,103.86124516666668,313.9409103333333,1176.5389666666667,3559.289566666667,11.333333333333334,67.5
llama32_1b_to_3b,llama3.2,4,100,0.0,6,3.426942333333333,19355.18031666667,291.8705721666667,12.636907999999998,3.6896628333333332,0.9789378333333335,0.9514649999999999,0.048535,3.915751,4.915751,73.09361,312.4761745,988.6896666666668,4220.999216666667,13.5,66.33333333333333
llama32_1b_to_3b,llama3.2,4,50,0.0,6,3.4094003333333327,19503.095383333337,293.41440466666666,12.267298833333333,3.597509333333333,0.9248018333333334,0.8722219999999999,0.12777800000000003,3.6992065000000003,4.6992065,69.20662683333335,310.1980033333333,979.44565,4392.605616666667,14.166666666666666,66.5
llama32_1b_to_3b,llama3.2,4,50,0.9,6,3.373917666666667,19265.594450000004,296.4870603333333,11.974473000000001,3.546638833333333,0.8757630000000001,0.788866,0.21113400000000002,3.5030525000000003,4.5030525,67.03025083333334,305.91803116666665,972.9401833333333,4438.27545,14.5,65.0
llama32_1b_to_3b,llama3.2,4,100,0.9,6,3.3436855,19403.97921666667,299.53428650000006,11.359107166666668,3.396475333333333,0.8130133333333335,0.7143908333333333,0.28560916666666664,3.252054166666667,4.2520541666666665,65.40602183333333,305.803044,1002.46275,4688.4582,15.333333333333334,64.83333333333333
llama32_1b_to_3b,llama3.2,2,100,0.0,6,3.3787214999999997,19393.09588333333,296.06872100000004,8.693643,2.573268333333333,0.9886363333333333,0.9772726666666666,0.022727333333333335,1.9772726666666667,2.9772726666666665,34.4858425,305.7589305000001,758.6885333333333,6726.696466666667,22.0,65.5
llama32_1b_to_3b,llama3.2,2,50,0.0,6,3.3811009999999997,19333.40326666667,296.0285078333333,8.544003666666667,2.5279193333333336,0.9525691666666667,0.9416993333333332,0.05830066666666667,1.9051383333333334,2.9051383333333334,33.10750266666667,304.53593316666667,744.4223833333334,6849.178533333333,22.5,65.33333333333333
llama32_1b_to_3b,llama3.2,2,100,0.9,6,3.3756205,19161.659483333337,296.33141383333333,8.230729166666666,2.4386835000000002,0.9277693333333333,0.9060163333333332,0.09398366666666667,1.855539,2.8555390000000003,35.81190316666667,308.8221516666667,811.0651166666667,7000.973883333333,22.666666666666668,64.66666666666667
llama32_1b_to_3b,llama3.2,2,50,0.9,6,3.4125598333333333,19102.721866666663,293.1893701666667,8.084770833333332,2.3688975,0.9186153333333333,0.8795013333333334,0.12049866666666668,1.837231,2.8372309999999996,37.532452,311.1106663333333,862.2173333333334,7154.604583333334,23.0,65.16666666666667
