pair_name,family,gamma,top_k,top_p,trials,baseline_large_tps,baseline_large_elapsed_ms,avg_target_baseline_generate_ms_per_token,speculative_tps,speedup,acceptance_rate,all_accept_round_rate,resample_round_rate,avg_accepted_per_round,avg_contributed_per_round,avg_draft_generate_ms_per_round,avg_target_verify_ms_per_round,draft_generate_ms_total,target_verify_ms_total,rounds,generated_tokens
llama32_1b_to_31_8b,llama_cross,6,100,0.0,6,16.324487666666666,4104.1586755,61.318008666666664,30.713196166666666,1.8824291666666666,0.8564815,0.7833335,0.21666649999999998,5.138889,6.138889,126.61827516666666,70.49664216666666,1392.2520705,775.2862593333333,11.0,67.0
llama32_1b_to_31_8b,llama_cross,4,100,0.0,6,16.057879166666666,4099.758893833333,62.3005935,29.2886705,1.8238298333333332,0.896818,0.8352590000000001,0.164741,3.5872724999999996,4.5872725,85.10444983333333,69.28537833333333,1233.180112,1004.2560211666665,14.5,65.83333333333333
llama32_1b_to_31_8b,llama_cross,4,50,0.0,6,16.18553783333333,4098.3039555000005,61.80981633333334,29.167670166666667,1.802469,0.8945106666666667,0.8251323333333334,0.17486766666666667,3.5780423333333338,4.578042333333333,85.4246395,69.29718383333334,1252.1560405,1015.9564584999999,14.666666666666666,66.33333333333333
llama32_1b_to_31_8b,llama_cross,6,100,0.9,6,16.2765105,4116.409601,61.517327333333334,27.28635583333333,1.6788776666666667,0.7684285000000001,0.6313131666666667,0.36868683333333335,4.610569833333333,5.610569833333333,129.57296866666667,73.37462833333333,1554.0046018333333,880.0103713333333,12.0,67.0
llama32_1b_to_31_8b,llama_cross,6,50,0.0,6,16.374926166666665,4101.807322833333,61.12584283333334,27.530688333333334,1.6780916666666668,0.7480648333333333,0.6907899999999999,0.30921,4.4883895,5.4883895,126.28073733333333,70.30955666666667,1576.7593845000001,878.4212536666668,12.5,67.16666666666667
llama32_1b_to_31_8b,llama_cross,4,50,0.9,6,15.909787333333334,4116.9673625,62.892030000000005,26.361964166666667,1.658982,0.8053233333333334,0.6927213333333334,0.30727866666666664,3.221292833333333,4.221292833333333,86.61958316666666,71.301376,1355.8798563333332,1116.3323236666668,15.666666666666666,65.5
llama32_1b_to_31_8b,llama_cross,6,50,0.9,6,15.9557675,4115.5818463333335,62.69216083333333,26.440328333333337,1.6579586666666666,0.7353341666666666,0.6049921666666667,0.39500783333333334,4.412004666666667,5.412004666666667,128.87711533333334,73.23605316666668,1568.0701116666667,890.8266223333334,12.166666666666666,65.66666666666667
llama32_1b_to_31_8b,llama_cross,4,100,0.9,6,16.0724045,4116.8477715,62.246063,26.53813066666667,1.6525671666666666,0.8119091666666667,0.7486868333333333,0.25131316666666664,3.2476365,4.2476365,86.68289466666666,71.26968516666666,1357.6548591666667,1116.1872691666667,15.666666666666666,66.16666666666667
llama32_1b_to_31_8b,llama_cross,2,50,0.0,6,16.073962666666667,4095.672068,62.21498616666667,25.834006666666667,1.6073354999999998,0.9645093333333333,0.9570979999999999,0.042902,1.9290183333333333,2.9290183333333335,43.94409099999999,67.92498516666667,988.7051068333334,1528.2271466666668,22.5,65.83333333333333
llama32_1b_to_31_8b,llama_cross,2,100,0.0,6,15.825316833333334,4096.823403666666,63.2023,25.296095833333336,1.5979253333333332,0.9330806666666667,0.9292926666666667,0.07070733333333333,1.8661616666666667,2.8661616666666667,43.8806665,67.8960225,994.4389904999999,1538.8860766666667,22.666666666666668,64.83333333333333
llama32_1b_to_31_8b,llama_cross,2,100,0.9,6,15.824609166666667,4118.0441445,63.204299,24.4841835,1.5469623333333333,0.9178743333333333,0.8928138333333333,0.10718616666666665,1.8357488333333334,2.8357488333333336,45.038667833333335,69.25460333333334,1035.6495133333333,1592.7566335,23.0,65.16666666666667
llama32_1b_to_31_8b,llama_cross,2,50,0.9,6,15.710088999999998,4126.820257,63.662890000000004,24.221860666666668,1.5424378333333333,0.9030733333333334,0.8671833333333333,0.13281666666666667,1.8061468333333333,2.806146833333333,45.04414083333333,69.25225833333333,1043.2272338333335,1604.0548403333335,23.166666666666668,64.83333333333333
