pair_name,family,approx_model_name,target_model_name,task,prompt_id,gamma,top_k,top_p,temperature,max_tokens,baseline_large_tps,baseline_large_elapsed_ms,avg_target_baseline_generate_ms_per_token,baseline_small_tps,speculative_tps,speedup,rounds,generated_tokens,accepted_count,resample_count,target_sample_count,proposed_draft_tokens,acceptance_rate,all_accept_round_rate,resample_round_rate,avg_accepted_per_round,avg_contributed_per_round,avg_draft_generate_ms_per_round,avg_target_verify_ms_per_round,draft_generate_ms_total,target_verify_ms_total
llama32_1b_to_31_8b,llama_cross,meta-llama/Llama-3.2-1B,meta-llama/Llama-3.1-8B,continuation,continuation_0,2,50,0.0,1.0,64,16.157034,4084.908117,61.892547,,25.250366,1.562809,23,66,43,2,21,46,0.934783,0.913043,0.086957,1.869565,2.869565,44.148871,67.991293,1015.424042,1563.799731
llama32_1b_to_31_8b,llama_cross,meta-llama/Llama-3.2-1B,meta-llama/Llama-3.1-8B,continuation,continuation_0,2,50,0.9,1.0,64,15.829253,4169.495472,63.174174,,24.791185,1.566163,23,66,43,2,21,46,0.934783,0.913043,0.086957,1.869565,2.869565,44.930076,69.325141,1033.391747,1594.478241
llama32_1b_to_31_8b,llama_cross,meta-llama/Llama-3.2-1B,meta-llama/Llama-3.1-8B,continuation,continuation_0,2,100,0.0,1.0,64,16.125679,4092.851004,62.012894,,26.393005,1.636707,22,66,44,0,22,44,1.0,1.0,0.0,2,3,44.082523,68.035315,969.815497,1496.77694
llama32_1b_to_31_8b,llama_cross,meta-llama/Llama-3.2-1B,meta-llama/Llama-3.1-8B,continuation,continuation_0,2,100,0.9,1.0,64,15.784189,4118.045061,63.354539,,24.304406,1.539794,23,65,42,3,20,46,0.913043,0.869565,0.130435,1.826087,2.826087,45.310942,69.432699,1042.15166,1596.952084
llama32_1b_to_31_8b,llama_cross,meta-llama/Llama-3.2-1B,meta-llama/Llama-3.1-8B,continuation,continuation_0,4,50,0.0,1.0,64,16.330697,4102.702929,61.234372,,28.380575,1.737867,15,67,52,5,10,60,0.866667,0.666667,0.333333,3.466667,4.466667,85.552479,69.604136,1283.287188,1044.062041
llama32_1b_to_31_8b,llama_cross,meta-llama/Llama-3.2-1B,meta-llama/Llama-3.1-8B,continuation,continuation_0,4,50,0.9,1.0,64,16.250444,4122.964273,61.53678,,29.577072,1.820078,14,67,53,1,13,56,0.946429,0.928571,0.071429,3.785714,4.785714,87.688275,71.909416,1227.635852,1006.731831
llama32_1b_to_31_8b,llama_cross,meta-llama/Llama-3.2-1B,meta-llama/Llama-3.1-8B,continuation,continuation_0,4,100,0.0,1.0,64,16.05538,4110.771667,62.284419,,30.148632,1.87779,14,66,52,1,13,56,0.928571,0.928571,0.071429,3.714286,4.714286,84.725171,69.543663,1186.152399,973.611288
llama32_1b_to_31_8b,llama_cross,meta-llama/Llama-3.2-1B,meta-llama/Llama-3.1-8B,continuation,continuation_0,4,100,0.9,1.0,64,15.508615,4126.738712,64.480292,,28.352461,1.828175,14,64,50,3,11,56,0.892857,0.785714,0.214286,3.571429,4.571429,87.191546,71.887026,1220.681649,1006.418363
llama32_1b_to_31_8b,llama_cross,meta-llama/Llama-3.2-1B,meta-llama/Llama-3.1-8B,continuation,continuation_0,6,50,0.0,1.0,64,16.547241,4109.446476,60.433036,,26.330276,1.591219,13,68,55,6,7,78,0.705128,0.538462,0.461538,4.230769,5.230769,125.712515,70.433626,1634.262693,915.637133
llama32_1b_to_31_8b,llama_cross,meta-llama/Llama-3.2-1B,meta-llama/Llama-3.1-8B,continuation,continuation_0,6,50,0.9,1.0,64,15.771823,4121.273632,63.40421,,26.253836,1.664604,12,65,53,5,7,72,0.736111,0.583333,0.416667,4.416667,5.416667,129.732938,73.870891,1556.795262,886.450697
llama32_1b_to_31_8b,llama_cross,meta-llama/Llama-3.2-1B,meta-llama/Llama-3.1-8B,continuation,continuation_0,6,100,0.0,1.0,64,16.732312,4123.757776,59.764605,,28.648169,1.712147,12,69,57,4,8,72,0.791667,0.666667,0.333333,4.75,5.75,127.4303,70.627998,1529.163598,847.535982
llama32_1b_to_31_8b,llama_cross,meta-llama/Llama-3.2-1B,meta-llama/Llama-3.1-8B,continuation,continuation_0,6,100,0.9,1.0,64,15.533561,4120.11131,64.376739,,25.737509,1.656897,12,64,52,6,6,72,0.722222,0.5,0.5,4.333333,5.333333,130.853432,73.729267,1570.241184,884.751199
llama32_1b_to_31_8b,llama_cross,meta-llama/Llama-3.2-1B,meta-llama/Llama-3.1-8B,continuation,continuation_1,2,50,0.0,1.0,64,16.112492,4096.200566,62.063645,,26.26176,1.629901,22,66,44,0,22,44,1.0,1.0,0.0,2,3,44.579981,68.108157,980.759572,1498.379453
llama32_1b_to_31_8b,llama_cross,meta-llama/Llama-3.2-1B,meta-llama/Llama-3.1-8B,continuation,continuation_1,2,50,0.9,1.0,64,15.513739,4125.375669,64.458995,,24.972466,1.6097,22,64,42,2,20,44,0.954545,0.909091,0.090909,1.909091,2.909091,45.38628,69.511439,998.498161,1529.251648
llama32_1b_to_31_8b,llama_cross,meta-llama/Llama-3.2-1B,meta-llama/Llama-3.1-8B,continuation,continuation_1,2,100,0.0,1.0,64,16.109565,4096.944849,62.074922,,26.391294,1.638237,22,66,44,0,22,44,1.0,1.0,0.0,2,3,44.189885,67.979643,972.17748,1495.552138
llama32_1b_to_31_8b,llama_cross,meta-llama/Llama-3.2-1B,meta-llama/Llama-3.1-8B,continuation,continuation_1,2,100,0.9,1.0,64,16.037115,4115.453457,62.355355,,24.73703,1.542486,23,66,43,2,21,46,0.934783,0.913043,0.086957,1.869565,2.869565,45.159637,69.356836,1038.671644,1595.207226
