pair_name,family,gamma,top_k,top_p,trials,baseline_large_tps,baseline_large_elapsed_ms,avg_target_baseline_generate_ms_per_token,speculative_tps,speedup,acceptance_rate,all_accept_round_rate,resample_round_rate,avg_accepted_per_round,avg_contributed_per_round,avg_draft_generate_ms_per_round,avg_target_verify_ms_per_round,draft_generate_ms_total,target_verify_ms_total,rounds,generated_tokens
qwen25_0p5b_to_3b,qwen2.5,4,20,0.0,9,24.346931333333334,2706.7621653333335,41.092652888888885,26.172532333333336,1.0741117777777778,0.9474866666666668,0.9375659999999999,0.062434,3.789947222222222,4.789947222222223,124.68382400000002,59.22697155555555,1718.2565137777779,816.1620127777778,13.777777777777779,65.88888888888889
qwen25_0p5b_to_3b,qwen2.5,4,200,0.0,9,24.290880555555553,2708.346979222222,41.18990177777778,25.917298333333335,1.0665922222222222,0.9278272222222222,0.90873,0.09127000000000002,3.7113096666666667,4.711309666666667,124.03712077777777,58.62873288888889,1739.8613117777777,823.8836272222222,14.0,65.77777777777777
qwen25_0p5b_to_3b,qwen2.5,4,100,0.0,9,24.35141177777778,2715.4366008888887,41.09174466666666,25.844490444444446,1.0608527777777779,0.9169145555555556,0.8968252222222222,0.10317477777777778,3.667658888888889,4.667658888888889,123.34958966666666,58.028537666666665,1759.701865666667,830.5217937777777,14.222222222222221,66.11111111111111
qwen25_0p5b_to_3b,qwen2.5,4,50,0.0,9,24.336687333333334,2717.1371394444445,41.116103,25.775569555555556,1.0586465555555558,0.9115518888888889,0.8881833333333334,0.11181666666666668,3.646208333333333,4.646208333333333,123.18083611111109,57.82972655555555,1771.774413777778,834.8298456666666,14.333333333333334,66.11111111111111
qwen25_0p5b_to_3b,qwen2.5,5,50,0.0,9,24.840580777777777,2692.7269284444446,40.288232111111114,25.79762288888889,1.0384675555555556,0.8909532222222223,0.8462278888888889,0.1537721111111111,4.454767333333333,5.454767333333333,152.59016499999998,59.63102,1887.3751213333333,740.7596027777777,12.333333333333334,66.88888888888889
qwen25_0p5b_to_3b,qwen2.5,5,200,0.0,9,24.62942411111111,2698.4688798888888,40.65245288888889,25.464748333333333,1.0318806666666667,0.8811282222222222,0.8402043333333333,0.15979566666666667,4.405642444444444,5.405642444444444,153.2650282222222,60.09867555555555,1913.1462841111113,753.9772291111111,12.444444444444445,66.44444444444444
qwen25_0p5b_to_3b,qwen2.5,3,50,0.0,9,24.360423444444443,2700.535465111111,41.06270833333333,24.947478111111113,1.0235962222222221,0.911528,0.8722143333333334,0.1277856666666667,2.734584888888889,3.7345848888888886,93.68445922222222,56.098873222222224,1655.473054,991.6052594444445,17.666666666666668,65.77777777777777
qwen25_0p5b_to_3b,qwen2.5,5,100,0.0,9,24.57031522222222,2699.9532886666666,40.74054344444445,25.083041666666666,1.019047,0.8656785555555556,0.8256744444444445,0.17432555555555557,4.328393777777778,5.328393777777778,153.16768244444447,60.18590211111112,1927.1395291111112,758.7722514444445,12.555555555555555,66.33333333333333
qwen25_0p5b_to_3b,qwen2.5,5,20,0.0,9,24.698694222222223,2708.0378052222222,40.51640488888889,25.13330333333333,1.0168052222222221,0.8615271111111111,0.805528,0.194472,4.307636666666666,5.307636666666666,152.35206077777778,59.58724111111111,1934.546753777778,759.7053797777777,12.666666666666666,66.88888888888889
qwen25_0p5b_to_3b,qwen2.5,3,100,0.0,9,24.49482711111111,2699.2624127777776,40.83568477777778,24.817438444444445,1.012741,0.9043627777777777,0.8753007777777778,0.12469922222222223,2.7130888888888887,3.7130888888888887,93.84738155555556,56.02163977777778,1681.2352074444445,1004.5975521111112,17.88888888888889,66.11111111111111
qwen25_0p5b_to_3b,qwen2.5,2,100,0.0,9,23.958856,2717.9659632222224,41.75135811111111,24.125683444444444,1.006213888888889,0.9335522222222222,0.9178503333333333,0.08214966666666666,1.8671047777777778,2.8671047777777776,65.16779555555556,53.971601666666665,1491.4301810000002,1236.4897305555555,22.77777777777778,65.11111111111111
qwen25_0p5b_to_3b,qwen2.5,6,50,0.0,9,24.812109777777778,2696.825857,40.36241066666667,24.927279222222225,1.0046751111111112,0.8380751111111111,0.752357111111111,0.24764288888888888,5.028451111111111,6.028451111111111,181.08644277777776,61.109208888888894,2013.663015888889,680.3942695555556,11.11111111111111,66.88888888888889
qwen25_0p5b_to_3b,qwen2.5,2,200,0.0,9,23.965248555555558,2708.1788554444447,41.746790000000004,24.075190555555555,1.0030815555555557,0.9341632222222223,0.9197538888888889,0.08024611111111112,1.868326777777778,2.868326777777778,65.37298666666668,54.03122511111111,1486.5821287777778,1229.6038632222221,22.666666666666668,64.88888888888889
qwen25_0p5b_to_3b,qwen2.5,2,50,0.0,9,24.089159888888886,2707.7591598888885,41.524473,24.081280333333336,0.9998196666666667,0.9296553333333333,0.90467,0.09533,1.859310888888889,2.859310888888889,64.99937122222222,53.96952411111111,1494.4823487777778,1242.2345122222223,22.88888888888889,65.22222222222223
qwen25_0p5b_to_3b,qwen2.5,6,100,0.0,9,25.029442444444445,2703.903623666667,39.992670000000004,24.96879988888889,0.9988646666666666,0.8402076666666667,0.7548823333333333,0.24511766666666668,5.041245666666667,6.041245666666667,180.89285733333335,61.08524988888889,2030.2282565555554,685.6023623333334,11.222222222222221,67.66666666666667
qwen25_0p5b_to_3b,qwen2.5,3,200,0.0,9,24.398104,2696.4847361111115,41.007945444444445,24.365689333333332,0.9967596666666666,0.8777445555555556,0.8451396666666667,0.15486033333333332,2.633234,3.633234,93.89206366666666,55.98124911111111,1719.5256914444444,1028.4422134444444,18.22222222222222,65.77777777777777
qwen25_0p5b_to_3b,qwen2.5,2,20,0.0,9,24.018984777777778,2711.0703623333334,41.646480555555556,23.828961777777778,0.9913460000000001,0.9125143333333333,0.889411111111111,0.11058888888888889,1.8250287777777778,2.825028777777778,65.10383633333333,53.77867288888889,1521.1900523333334,1259.2473492222223,23.22222222222222,65.11111111111111
qwen25_0p5b_to_3b,qwen2.5,3,20,0.0,9,24.399375555555554,2700.6383405555553,40.99473422222222,24.022091777777778,0.9846075555555556,0.8517965555555556,0.8105126666666667,0.18948733333333334,2.5553904444444444,3.5553904444444444,93.045739,55.44105144444445,1759.1742764444443,1053.3950665555556,18.77777777777778,65.88888888888889
qwen25_0p5b_to_3b,qwen2.5,6,200,0.0,9,24.646157000000002,2714.3851127777775,40.617055666666666,24.167162555555553,0.9823404444444443,0.8003167777777778,0.7101011111111111,0.28989888888888893,4.801899888888888,5.801899888888888,180.39864755555556,60.561200888888884,2115.6483876666666,716.6144213333333,11.666666666666666,66.88888888888889
qwen25_0p5b_to_3b,qwen2.5,6,20,0.0,9,24.853174333333335,2705.2629155555555,40.25839077777778,23.958715666666667,0.9647756666666667,0.7871945555555555,0.6722223333333334,0.3277776666666667,4.723167444444445,5.723167444444445,178.99684266666665,60.16246944444444,2134.492481333333,722.5088818888889,11.88888888888889,67.22222222222223
qwen25_0p5b_to_3b,qwen2.5,3,100,0.9,9,23.88297422222222,2740.951510111111,41.894764555555554,22.746057999999998,0.9503651111111111,0.8828816666666667,0.8335816666666667,0.16641833333333333,2.648645,3.648645,100.88452822222222,63.43085299999999,1825.8817837777779,1151.8975887777779,18.0,65.44444444444444
qwen25_0p5b_to_3b,qwen2.5,3,50,0.9,9,24.11143611111111,2723.818201111111,41.48804722222222,22.882085555555555,0.9483932222222222,0.8938193333333333,0.8676947777777778,0.1323052222222222,2.6814584444444445,3.681458444444444,101.20242088888888,63.499394,1817.2294107777777,1142.8415764444444,17.88888888888889,65.66666666666667
qwen25_0p5b_to_3b,qwen2.5,3,200,0.9,9,23.962049333333333,2726.905351111111,41.75459577777778,22.621930888888887,0.942835,0.8879714444444444,0.8498261111111112,0.15017388888888888,2.6639145555555555,3.6639145555555555,102.15992922222223,63.94598211111111,1834.8274968888888,1151.0007996666666,17.88888888888889,65.33333333333333
qwen25_0p5b_to_3b,qwen2.5,4,50,0.9,9,24.433234,2710.942878,40.96692066666667,23.016127444444447,0.9400724444444444,0.8653264444444445,0.7961988888888888,0.20380111111111113,3.461306,4.4613059999999995,131.85100366666666,66.90616255555557,1980.7037038888889,1007.6035126666668,15.0,66.22222222222223
qwen25_0p5b_to_3b,qwen2.5,3,20,0.9,9,24.137513666666667,2716.269908888889,41.44698066666667,22.713828222222222,0.9393407777777778,0.878593,0.8353362222222223,0.16466377777777777,2.6357794444444442,3.6357794444444442,100.88140811111111,63.361272111111106,1840.0732300000002,1160.6686077777779,18.11111111111111,65.55555555555556
qwen25_0p5b_to_3b,qwen2.5,4,200,0.9,9,24.339560777777777,2721.117312777778,41.11475155555556,22.84872688888889,0.9357404444444444,0.8665458888888888,0.8037192222222223,0.19628077777777778,3.466184222222222,4.466184222222222,133.0893118888889,67.96774177777779,1984.2395133333334,1014.1508041111111,14.88888888888889,66.22222222222223
