pair_name,family,approx_model_name,target_model_name,task,prompt_id,gamma,top_k,top_p,temperature,max_tokens,baseline_large_tps,baseline_large_elapsed_ms,avg_target_baseline_generate_ms_per_token,baseline_small_tps,speculative_tps,speedup,rounds,generated_tokens,accepted_count,resample_count,target_sample_count,proposed_draft_tokens,acceptance_rate,all_accept_round_rate,resample_round_rate,avg_accepted_per_round,avg_contributed_per_round,avg_draft_generate_ms_per_round,avg_target_verify_ms_per_round,draft_generate_ms_total,target_verify_ms_total
distilgpt2_to_gpt2_medium,gpt2,distilgpt2,gpt2-medium,continuation,continuation_0,2,50,0.0,1.0,64,55.889829,1180.894647,17.892343,,84.576116,1.513265,24,66,42,4,20,48,0.875,0.833333,0.166667,1.75,2.75,11.749985,19.488915,281.99964,467.733948
distilgpt2_to_gpt2_medium,gpt2,distilgpt2,gpt2-medium,continuation,continuation_0,2,50,0.9,1.0,64,48.180342,1328.342597,20.755353,,79.464952,1.649323,22,64,42,2,20,44,0.954545,0.909091,0.090909,1.909091,2.909091,13.555975,21.683204,298.231459,477.030498
distilgpt2_to_gpt2_medium,gpt2,distilgpt2,gpt2-medium,continuation,continuation_0,2,100,0.0,1.0,64,54.577735,1172.639362,18.32249,,81.66313,1.496272,24,64,40,5,19,48,0.833333,0.791667,0.208333,1.666667,2.666667,11.829273,19.537025,283.902558,468.888611
distilgpt2_to_gpt2_medium,gpt2,distilgpt2,gpt2-medium,continuation,continuation_0,2,100,0.9,1.0,64,54.037029,1184.373026,18.505829,,76.319442,1.412355,24,64,40,5,19,48,0.833333,0.791667,0.208333,1.666667,2.666667,12.978364,20.707722,311.480726,496.985329
distilgpt2_to_gpt2_medium,gpt2,distilgpt2,gpt2-medium,continuation,continuation_0,4,50,0.0,1.0,64,56.367092,1153.155117,17.740848,,111.068147,1.970443,13,65,52,0,13,52,1.0,1.0,0.0,4,5,22.888422,20.242808,297.549488,263.156506
distilgpt2_to_gpt2_medium,gpt2,distilgpt2,gpt2-medium,continuation,continuation_0,4,50,0.9,1.0,64,57.732373,1177.848692,17.321304,,81.708273,1.415294,17,68,51,7,10,68,0.75,0.588235,0.411765,3,4,24.693867,22.437753,419.795734,381.441797
distilgpt2_to_gpt2_medium,gpt2,distilgpt2,gpt2-medium,continuation,continuation_0,4,100,0.0,1.0,64,55.946172,1161.83106,17.874324,,90.583039,1.619111,16,65,49,4,12,64,0.765625,0.75,0.25,3.0625,4.0625,22.638165,20.401115,362.210634,326.417842
distilgpt2_to_gpt2_medium,gpt2,distilgpt2,gpt2-medium,continuation,continuation_0,4,100,0.9,1.0,64,54.929836,1183.327766,18.205043,,84.281752,1.534353,16,65,49,6,10,64,0.765625,0.625,0.375,3.0625,4.0625,24.312382,22.102654,388.998106,353.642464
distilgpt2_to_gpt2_medium,gpt2,distilgpt2,gpt2-medium,continuation,continuation_0,6,50,0.0,1.0,64,56.908587,1142.182642,17.572041,,108.746371,1.910896,10,65,55,2,8,60,0.916667,0.8,0.2,5.5,6.5,35.055861,22.101403,350.55861,221.014033
distilgpt2_to_gpt2_medium,gpt2,distilgpt2,gpt2-medium,continuation,continuation_0,6,50,0.9,1.0,64,58.654747,1176.375367,17.048918,,79.129961,1.34908,14,69,55,6,8,84,0.654762,0.571429,0.428571,3.928571,4.928571,36.163178,23.985697,506.284488,335.799762
