pair_name,family,approx_quant,target_quant,gamma,top_k,top_p,trials,baseline_large_tps,baseline_large_elapsed_ms,avg_target_baseline_generate_ms_per_token,speculative_tps,speedup,acceptance_rate,all_accept_round_rate,resample_round_rate,avg_accepted_per_round,avg_contributed_per_round,avg_draft_generate_ms_per_round,avg_target_verify_ms_per_round,draft_generate_ms_total,target_verify_ms_total,rounds,generated_tokens
llama32_1b_to_31_8b,llama_cross,int8,none,4,200,0.0,6,15.831203333333335,4126.896309666667,63.204304666666665,12.642418333333334,0.798539,0.8754985,0.8313595,0.1686405,3.5019943333333337,4.501994333333333,284.17798983333336,69.63208166666666,4167.3685475,1021.0646521666666,14.666666666666666,65.33333333333333
llama32_1b_to_31_8b,llama_cross,int8,none,6,200,0.0,6,16.085970833333334,4123.615613833333,62.23240533333333,12.684532833333334,0.7879788333333333,0.8752946666666667,0.8174243333333333,0.18257566666666666,5.251767666666667,6.251767666666667,419.6421606666667,70.91230566666667,4480.350606833334,756.2527883333333,10.666666666666666,66.33333333333333
llama32_1b_to_31_8b,llama_cross,int8,none,4,150,0.9,6,15.7789645,4151.1038165,63.389069166666665,12.408563833333332,0.7865581666666667,0.8674603333333333,0.7968255000000001,0.2031745,3.469841333333333,4.469841333333334,286.00811916666663,71.93337533333333,4193.5263288333335,1054.9142623333335,14.666666666666666,65.5
llama32_1b_to_31_8b,llama_cross,int8,none,4,50,0.0,6,16.07438833333333,4126.634595,62.23740516666667,12.513850499999998,0.7792231666666667,0.8741363333333334,0.8178804999999999,0.1821195,3.4965453333333336,4.496545333333334,287.232221,69.6266805,4256.031626166667,1032.6489486666667,14.833333333333334,66.33333333333333
llama32_1b_to_31_8b,llama_cross,int8,none,4,100,0.0,6,15.920461166666668,4124.6767568333335,62.844419499999994,12.372636166666666,0.7763701666666667,0.8578703333333334,0.7832671666666666,0.21673283333333335,3.4314815000000003,4.4314815,285.8520663333333,69.64753683333333,4280.046096499999,1044.407183,15.0,65.66666666666667
llama32_1b_to_31_8b,llama_cross,int8,none,4,150,0.0,6,15.907018333333333,4128.143746,62.89246433333333,12.308939333333333,0.7732521666666666,0.8575481666666667,0.7929895,0.2070105,3.430191833333333,4.430191833333333,287.769516,69.6032085,4311.899054833333,1043.8509115,15.0,65.66666666666667
llama32_1b_to_31_8b,llama_cross,int8,none,4,200,0.9,6,15.916481,4146.708276166667,62.863723666666665,12.051705,0.7579771666666666,0.839261,0.7483135000000001,0.2516865,3.3570438333333334,4.357043833333333,287.3800875,71.961787,4359.252926166667,1091.1963381666667,15.166666666666666,66.0
llama32_1b_to_31_8b,llama_cross,int8,none,6,100,0.0,6,16.5281135,4124.222494833333,60.551199,12.306044833333333,0.7450998333333333,0.8417863333333333,0.7424633333333333,0.2575366666666667,5.0507184999999994,6.0507184999999994,418.22238266666665,70.73399,4739.9909865,801.5032058333333,11.333333333333334,68.16666666666667
llama32_1b_to_31_8b,llama_cross,int8,none,6,150,0.0,6,16.250283333333332,4122.961533333333,61.57684733333334,12.096969666666666,0.7440973333333334,0.8284935,0.7064685,0.2935315,4.9709595,5.970959499999999,420.17742,70.85139,4764.3779423333335,802.5742205,11.333333333333334,67.0
llama32_1b_to_31_8b,llama_cross,int8,none,8,100,0.0,6,16.420384833333333,4120.7471445,60.9763575,12.0991005,0.7378281666666666,0.8330441666666667,0.7037038333333333,0.29629616666666664,6.664351666666666,7.664351666666666,557.5375628333333,72.0513365,5011.566022,648.2217678333333,9.0,67.66666666666667
llama32_1b_to_31_8b,llama_cross,int8,none,4,50,0.9,6,16.024915,4150.140980833333,62.45923466666667,11.723384166666667,0.7328225,0.8050015,0.6812831666666667,0.31871683333333334,3.2200066666666665,4.2200066666666665,285.6167335,71.94103266666667,4520.668643166667,1138.6129038333333,15.833333333333334,66.5
llama32_1b_to_31_8b,llama_cross,int8,none,6,100,0.9,6,16.137151,4141.535438,62.01927716666666,11.731387499999999,0.7275638333333333,0.8058081666666667,0.7446969999999999,0.255303,4.8348485,5.8348485,420.77771233333334,73.85613766666667,4838.182622666666,849.1460573333334,11.5,66.83333333333333
llama32_1b_to_31_8b,llama_cross,int8,none,4,100,0.9,6,16.079431166666666,4146.1143105,62.21394216666667,11.5819645,0.7203708333333333,0.7962185,0.6826856666666666,0.3173143333333333,3.184873833333333,4.1848738333333335,287.21100766666666,71.744594,4592.1794033333335,1147.7332968333333,16.0,66.66666666666667
llama32_1b_to_31_8b,llama_cross,int8,none,6,50,0.0,6,16.128489,4123.151574166667,62.02423683333333,11.600739666666668,0.7192318333333333,0.7921943333333333,0.7238153333333334,0.2761846666666667,4.7531661666666665,5.7531661666666665,422.47005183333334,70.744333,4927.616747166667,825.2374806666667,11.666666666666666,66.5
llama32_1b_to_31_8b,llama_cross,int8,none,8,150,0.9,6,16.1709795,4143.2586505,61.9057925,11.403684499999999,0.7058015000000001,0.7895831666666666,0.6722223333333334,0.3277776666666667,6.316666833333334,7.316666833333334,562.4956858333334,75.9858905,5157.982697166667,696.4744068333333,9.166666666666666,67.0
llama32_1b_to_31_8b,llama_cross,int8,none,8,150,0.0,6,16.7310475,4124.087431666667,59.85399783333333,11.738579833333333,0.7041506666666666,0.8036655,0.6775495,0.32245050000000003,6.429322833333333,7.429322833333333,555.6588048333333,71.99286733333334,5344.730463,695.0856811666666,9.666666666666666,69.0
llama32_1b_to_31_8b,llama_cross,int8,none,8,200,0.0,6,16.9708005,4124.710143,59.00346116666666,11.956642500000001,0.7017023333333333,0.8218118333333333,0.7079126666666666,0.2920873333333333,6.574495,7.574495,557.3198683333334,72.06200683333334,5288.357616,683.8690573333333,9.5,70.0
llama32_1b_to_31_8b,llama_cross,int8,none,6,150,0.9,6,16.12926,4143.5857485,62.051566,11.305727499999998,0.7002141666666667,0.7689093333333333,0.6755049999999999,0.32449500000000003,4.613455833333333,5.613455833333333,420.005787,73.67679233333334,5038.6458455,883.9324971666666,12.0,66.83333333333333
