pair_name,family,approx_quant,target_quant,gamma,top_k,top_p,trials,baseline_large_tps,baseline_large_elapsed_ms,avg_target_baseline_generate_ms_per_token,speculative_tps,speedup,acceptance_rate,all_accept_round_rate,resample_round_rate,avg_accepted_per_round,avg_contributed_per_round,avg_draft_generate_ms_per_round,avg_target_verify_ms_per_round,draft_generate_ms_total,target_verify_ms_total,rounds,generated_tokens
llama32_1b_to_31_8b,llama_cross,none,none,10,150,0.0,6,16.24038283333333,4105.029040333334,61.61145366666667,33.0026465,2.0340046666666667,0.8580358333333332,0.7708335000000001,0.22916650000000002,8.580357166666667,9.580357166666667,213.0906673333333,73.37072616666667,1491.8086226666667,513.4722078333333,7.0,66.66666666666667
llama32_1b_to_31_8b,llama_cross,none,none,6,200,0.0,6,16.162053166666666,4104.330161000001,61.94321716666666,32.36410216666667,2.003963666666667,0.9212121666666667,0.869697,0.130303,5.527272666666666,6.527272666666666,128.153421,70.78123216666667,1302.7657656666668,719.5732805000001,10.166666666666666,66.33333333333333
llama32_1b_to_31_8b,llama_cross,none,none,6,150,0.0,6,16.24266283333333,4104.429292666667,61.63428833333333,31.447277833333334,1.937082,0.8962121666666668,0.8169191666666666,0.18308083333333336,5.377272666666666,6.377272666666666,129.23506916666668,70.79684049999999,1357.2274346666666,743.3344613333334,10.5,66.66666666666667
llama32_1b_to_31_8b,llama_cross,none,none,8,150,0.0,6,16.855981833333335,4103.3731705,59.39862866666667,31.935318999999996,1.8931466666666665,0.8605323333333333,0.7620371666666667,0.23796283333333335,6.8842593333333335,7.8842593333333335,171.4090901666667,72.05796833333333,1513.8500738333332,636.2762196666666,8.833333333333334,69.16666666666667
llama32_1b_to_31_8b,llama_cross,none,none,4,200,0.0,6,16.1285865,4102.397776833333,62.0209275,30.072306833333332,1.8648673333333334,0.9464286666666667,0.9166664999999999,0.0833335,3.7857141666666667,4.785714166666667,87.426541,69.49359033333333,1209.106681,961.2572114999999,13.833333333333334,66.16666666666667
llama32_1b_to_31_8b,llama_cross,none,none,6,100,0.0,6,16.325448333333334,4103.935424166667,61.3152155,30.343525333333332,1.8595498333333333,0.8564815,0.7833335,0.21666649999999998,5.138889,6.138889,128.86200616666667,70.67390783333333,1417.237094,777.2280885,11.0,67.0
llama32_1b_to_31_8b,llama_cross,none,none,10,100,0.0,6,16.526297333333336,4104.631064,60.561400166666665,30.463482499999998,1.8492928333333334,0.7809193333333333,0.6369048333333334,0.36309516666666664,7.809193166666667,8.809193166666667,212.32099583333334,73.0367165,1662.5137876666668,571.5272448333334,7.833333333333333,67.83333333333333
llama32_1b_to_31_8b,llama_cross,none,none,8,50,0.0,6,16.6120665,4103.479811,60.295482666666665,30.625097333333333,1.842249,0.8175924999999999,0.7281986666666667,0.27180133333333334,6.5407408333333334,7.5407408333333334,170.81526416666668,71.99105133333333,1565.039106,659.5295355,9.166666666666666,68.16666666666667
llama32_1b_to_31_8b,llama_cross,none,none,4,150,0.0,6,16.005906833333334,4102.563531333333,62.5010815,29.438461666666665,1.8406943333333334,0.9171918333333333,0.8697478333333333,0.13025216666666667,3.6687675,4.6687675,86.884071,69.46464016666667,1230.1964893333334,983.8809058333333,14.166666666666666,65.66666666666667
llama32_1b_to_31_8b,llama_cross,none,none,8,100,0.0,6,16.575965666666665,4102.2573345,60.413509833333336,30.453639,1.8369395,0.8146990000000001,0.7043351666666666,0.2956648333333333,6.517592666666666,7.517592666666666,171.4775365,71.95476116666667,1570.8595191666666,659.071821,9.166666666666666,68.0
llama32_1b_to_31_8b,llama_cross,none,none,4,100,0.0,6,16.043803166666667,4103.357057,62.355151,29.02996183333333,1.8090758333333332,0.896818,0.8352590000000001,0.164741,3.5872724999999996,4.5872725,86.51320466666668,69.32199666666666,1254.0267978333334,1004.8218638333333,14.5,65.83333333333333
llama32_1b_to_31_8b,llama_cross,none,none,4,50,0.0,6,16.17718616666667,4100.4784,61.84318216666667,28.886846666666667,1.7858485000000002,0.8945106666666667,0.8251323333333334,0.17486766666666667,3.5780423333333338,4.578042333333333,86.86766133333333,69.38938399999999,1273.5601931666667,1017.2540165,14.666666666666666,66.33333333333333
llama32_1b_to_31_8b,llama_cross,none,none,8,200,0.0,6,16.279832666666668,4105.264563333333,61.436322999999994,29.019856166666667,1.7819258333333332,0.7688079999999999,0.6277780000000001,0.372222,6.150462833333333,7.150462833333333,171.21005950000003,71.8901485,1625.9553425000001,682.6446546666666,9.5,66.83333333333333
