pair_name,family,approx_model_name,target_model_name,task,prompt_id,gamma,top_k,top_p,temperature,max_tokens,baseline_large_tps,baseline_large_elapsed_ms,avg_target_baseline_generate_ms_per_token,baseline_small_tps,speculative_tps,speedup,rounds,generated_tokens,accepted_count,resample_count,target_sample_count,proposed_draft_tokens,acceptance_rate,all_accept_round_rate,resample_round_rate,avg_accepted_per_round,avg_contributed_per_round,avg_draft_generate_ms_per_round,avg_target_verify_ms_per_round,draft_generate_ms_total,target_verify_ms_total
qwen25_0p5b_to_3b,qwen2.5,Qwen/Qwen2.5-0.5B,Qwen/Qwen2.5-3B,summarization,summarization_1,2,50,0.0,1.0,64,24.701055,2671.950609,40.4841,,22.61852,0.91569,22,66,44,0,22,44,1.0,1.0,0.0,2,3,71.529743,59.829741,1573.65434,1316.254297
qwen25_0p5b_to_3b,qwen2.5,Qwen/Qwen2.5-0.5B,Qwen/Qwen2.5-3B,summarization,summarization_1,2,50,0.9,1.0,64,23.100634,2770.486776,43.288856,,17.875445,0.773808,23,64,41,3,20,46,0.891304,0.869565,0.130435,1.782609,2.782609,82.751235,71.578846,1903.278407,1646.313452
qwen25_0p5b_to_3b,qwen2.5,Qwen/Qwen2.5-0.5B,Qwen/Qwen2.5-3B,summarization,summarization_1,2,100,0.0,1.0,64,23.841816,2684.359246,41.943113,,20.453507,0.857884,24,64,40,5,19,48,0.833333,0.791667,0.208333,1.666667,2.666667,70.435225,58.599597,1690.445395,1406.390324
qwen25_0p5b_to_3b,qwen2.5,Qwen/Qwen2.5-0.5B,Qwen/Qwen2.5-3B,summarization,summarization_1,2,100,0.9,1.0,64,23.554209,2717.136512,42.455258,,17.539352,0.744638,23,64,41,3,20,46,0.891304,0.869565,0.130435,1.782609,2.782609,84.053513,73.243704,1933.23079,1684.605186
qwen25_0p5b_to_3b,qwen2.5,Qwen/Qwen2.5-0.5B,Qwen/Qwen2.5-3B,summarization,summarization_1,3,50,0.0,1.0,64,24.465483,2697.678181,40.873912,,20.909382,0.854648,19,66,47,4,15,57,0.824561,0.789474,0.210526,2.473684,3.473684,101.265008,63.226616,1924.035155,1201.305709
qwen25_0p5b_to_3b,qwen2.5,Qwen/Qwen2.5-0.5B,Qwen/Qwen2.5-3B,summarization,summarization_1,3,50,0.9,1.0,64,24.029675,2746.603974,41.615212,,17.768764,0.739451,19,66,47,4,15,57,0.824561,0.789474,0.210526,2.473684,3.473684,116.334922,77.515297,2210.363522,1472.790651
qwen25_0p5b_to_3b,qwen2.5,Qwen/Qwen2.5-0.5B,Qwen/Qwen2.5-3B,summarization,summarization_1,3,100,0.0,1.0,64,24.401612,2704.739367,40.9809,,21.024151,0.861589,19,66,47,4,15,57,0.824561,0.789474,0.210526,2.473684,3.473684,100.915274,62.667541,1917.390211,1190.683273
qwen25_0p5b_to_3b,qwen2.5,Qwen/Qwen2.5-0.5B,Qwen/Qwen2.5-3B,summarization,summarization_1,3,100,0.9,1.0,64,23.674416,2787.819561,42.23969,,18.022834,0.761279,19,66,47,4,15,57,0.824561,0.789474,0.210526,2.473684,3.473684,114.4171,76.686789,2173.924895,1457.048987
qwen25_0p5b_to_3b,qwen2.5,Qwen/Qwen2.5-0.5B,Qwen/Qwen2.5-3B,summarization,summarization_1,5,50,0.0,1.0,64,23.827461,2685.976439,41.968382,,20.883273,0.876437,13,64,51,4,9,65,0.784615,0.692308,0.307692,3.923077,4.923077,163.781394,69.773729,2129.158116,907.058483
qwen25_0p5b_to_3b,qwen2.5,Qwen/Qwen2.5-0.5B,Qwen/Qwen2.5-3B,summarization,summarization_1,5,50,0.9,1.0,64,23.617422,2752.205578,42.341624,,16.444898,0.696304,15,65,50,7,8,75,0.666667,0.533333,0.466667,3.333333,4.333333,176.789092,84.551867,2651.836373,1268.278
qwen25_0p5b_to_3b,qwen2.5,Qwen/Qwen2.5-0.5B,Qwen/Qwen2.5-3B,summarization,summarization_1,5,100,0.0,1.0,64,24.217826,2683.97342,41.291899,,19.873705,0.820623,14,65,51,4,10,70,0.728571,0.714286,0.285714,3.642857,4.642857,162.885142,68.599934,2280.391985,960.399078
qwen25_0p5b_to_3b,qwen2.5,Qwen/Qwen2.5-0.5B,Qwen/Qwen2.5-3B,summarization,summarization_1,5,100,0.9,1.0,64,23.564938,2758.335261,42.435927,,16.411386,0.696432,15,65,50,7,8,75,0.666667,0.533333,0.466667,3.333333,4.333333,176.931053,84.912777,2653.965795,1273.691659
qwen25_0p5b_to_3b,qwen2.5,Qwen/Qwen2.5-0.5B,Qwen/Qwen2.5-3B,code,code_2,2,50,0.0,1.0,64,23.96703,2670.335045,41.723985,,25.755656,1.074629,22,64,42,1,21,44,0.954545,0.954545,0.045455,1.909091,2.909091,61.377986,50.271771,1350.315687,1105.978964
qwen25_0p5b_to_3b,qwen2.5,Qwen/Qwen2.5-0.5B,Qwen/Qwen2.5-3B,code,code_2,2,50,0.9,1.0,64,23.863189,2723.860563,41.905547,,24.652456,1.033075,23,65,42,2,21,46,0.913043,0.913043,0.086957,1.826087,2.826087,62.212646,51.135605,1430.890855,1176.118923
qwen25_0p5b_to_3b,qwen2.5,Qwen/Qwen2.5-0.5B,Qwen/Qwen2.5-3B,code,code_2,2,100,0.0,1.0,64,23.912917,2676.377843,41.818404,,26.034644,1.088727,22,64,42,1,21,44,0.954545,0.954545,0.045455,1.909091,2.909091,60.400969,50.045452,1328.821315,1100.999938
qwen25_0p5b_to_3b,qwen2.5,Qwen/Qwen2.5-0.5B,Qwen/Qwen2.5-3B,code,code_2,2,100,0.9,1.0,64,23.753539,2736.434404,42.098991,,24.715386,1.040493,23,65,42,2,21,46,0.913043,0.913043,0.086957,1.826087,2.826087,61.935161,51.125306,1424.508712,1175.882037
qwen25_0p5b_to_3b,qwen2.5,Qwen/Qwen2.5-0.5B,Qwen/Qwen2.5-3B,code,code_2,3,50,0.0,1.0,64,24.167918,2689.515951,41.377168,,27.304856,1.129798,17,65,48,1,16,51,0.941176,0.941176,0.058824,2.823529,3.823529,88.0683,50.374167,1497.1611,856.360835
qwen25_0p5b_to_3b,qwen2.5,Qwen/Qwen2.5-0.5B,Qwen/Qwen2.5-3B,code,code_2,3,50,0.9,1.0,64,23.346181,2741.347674,42.833557,,23.418703,1.003106,19,64,45,5,14,57,0.789474,0.736842,0.263158,2.368421,3.368421,89.414674,52.785542,1698.878815,1002.925299
qwen25_0p5b_to_3b,qwen2.5,Qwen/Qwen2.5-0.5B,Qwen/Qwen2.5-3B,code,code_2,3,100,0.0,1.0,64,24.311669,2673.613198,41.132511,,27.025024,1.111607,17,65,48,1,16,51,0.941176,0.941176,0.058824,2.823529,3.823529,89.080017,50.772674,1514.360297,863.135456
qwen25_0p5b_to_3b,qwen2.5,Qwen/Qwen2.5-0.5B,Qwen/Qwen2.5-3B,code,code_2,3,100,0.9,1.0,64,23.324728,2743.86913,42.872955,,23.330483,1.000247,19,64,45,5,14,57,0.789474,0.736842,0.263158,2.368421,3.368421,89.761186,52.986746,1705.462534,1006.748169
qwen25_0p5b_to_3b,qwen2.5,Qwen/Qwen2.5-0.5B,Qwen/Qwen2.5-3B,code,code_2,5,50,0.0,1.0,64,25.702971,2684.514608,38.906009,,26.852736,1.044733,13,69,56,2,11,65,0.861538,0.846154,0.153846,4.307692,5.307692,143.360758,52.107417,1863.68985,677.396427
qwen25_0p5b_to_3b,qwen2.5,Qwen/Qwen2.5-0.5B,Qwen/Qwen2.5-3B,code,code_2,5,50,0.9,1.0,64,24.386792,2706.383026,41.005803,,24.54233,1.006378,13,66,53,4,9,65,0.815385,0.692308,0.307692,4.076923,5.076923,148.214935,56.360244,1926.794155,732.683174
qwen25_0p5b_to_3b,qwen2.5,Qwen/Qwen2.5-0.5B,Qwen/Qwen2.5-3B,code,code_2,5,100,0.0,1.0,64,25.687151,2686.167891,38.929969,,26.918096,1.047921,13,69,56,2,11,65,0.861538,0.846154,0.153846,4.307692,5.307692,143.147532,51.766484,1860.91791,672.964288
