pair_name,family,gamma,top_k,top_p,trials,baseline_large_tps,baseline_large_elapsed_ms,avg_target_baseline_generate_ms_per_token,speculative_tps,speedup,acceptance_rate,all_accept_round_rate,resample_round_rate,avg_accepted_per_round,avg_contributed_per_round,avg_draft_generate_ms_per_round,avg_target_verify_ms_per_round,draft_generate_ms_total,target_verify_ms_total,rounds,generated_tokens
opt_125m_to_1p3b,opt,3,100,0.0,3,58.49710366666667,1139.8288796666666,17.099316333333334,64.67402266666666,1.106552,0.9251993333333334,0.8867103333333334,0.11328966666666666,2.7755989999999997,3.7755989999999997,33.87446533333333,24.741703333333334,599.5164676666667,438.0965013333334,17.666666666666668,66.66666666666667
opt_125m_to_1p3b,opt,3,50,0.0,3,57.40514666666667,1132.3106983333334,17.422791333333333,62.610879000000004,1.0928563333333334,0.8764706666666666,0.8215686666666667,0.1784313333333333,2.6294116666666665,3.6294116666666665,33.93589433333333,24.716555,618.3542573333333,452.1824503333333,18.0,65.0
opt_125m_to_1p3b,opt,5,100,0.0,3,57.857957999999996,1135.1099866666666,17.299221333333335,61.566342666666664,1.0626046666666666,0.8126986666666666,0.7246643333333332,0.27533566666666665,4.063492,5.063492,54.819798666666664,27.727014666666665,706.7383110000001,354.8367336666667,13.0,65.66666666666667
opt_125m_to_1p3b,opt,5,50,0.9,3,57.523864,1147.155282,17.395487666666668,60.12435366666667,1.0535953333333332,0.9103893333333334,0.8203463333333333,0.17965366666666668,4.551948,5.551948,62.762822666666665,35.72614766666667,772.9132076666666,448.2673956666667,12.0,66.0
qwen25_0p5b_to_3b,qwen2.5,3,50,0.0,3,24.342888333333335,2697.5457483333334,41.080880666666665,25.451429,1.0459836666666666,0.9088403333333334,0.8906086666666667,0.10939133333333333,2.7265220000000006,3.7265220000000006,91.93873366666666,54.483934,1630.4684776666666,968.3779543333334,17.666666666666668,65.66666666666667
qwen25_0p5b_to_3b,qwen2.5,5,50,0.0,3,24.804458,2674.303508,40.35418833333333,25.889254333333337,1.0413576666666666,0.882051,0.846154,0.153846,4.410256333333334,5.410256333333334,151.01735666666667,58.04611666666667,1865.9523550000001,719.7613853333334,12.333333333333334,66.33333333333333
qwen25_0p5b_to_3b,qwen2.5,3,100,0.0,3,24.307246333333335,2701.5574913333335,41.14042933333334,25.297567666666666,1.0411176666666668,0.9088403333333334,0.8906086666666667,0.10939133333333333,2.7265220000000006,3.7265220000000006,92.39302433333334,54.688976333333336,1637.9582699999999,971.4909573333334,17.666666666666668,65.66666666666667
opt_125m_to_1p3b,opt,5,50,0.0,3,58.50324866666667,1128.0506526666666,17.107846,60.599562666666664,1.0341103333333332,0.7549603333333333,0.610119,0.389881,3.774801333333333,4.7748013333333335,53.35358299999999,26.321901333333333,755.7517926666666,376.66092899999995,14.0,66.0
opt_125m_to_1p3b,opt,2,100,0.0,3,56.49580566666666,1152.181875,17.735148666666667,58.535597,1.0305633333333333,0.8554346666666667,0.8481883333333333,0.15181166666666668,1.7108696666666667,2.710869666666667,23.408598666666666,23.27588366666667,558.6417143333333,555.464414,24.0,65.0
qwen25_0p5b_to_3b,qwen2.5,5,100,0.0,3,24.911590666666665,2676.0794046666665,40.165354666666666,25.700818666666667,1.0297603333333334,0.8633696666666667,0.8534799999999999,0.14652,4.316849666666667,5.316849666666667,150.08817033333335,57.270203,1909.2867023333336,733.083157,12.666666666666666,66.66666666666667
qwen25_0p5b_to_3b,qwen2.5,2,50,0.0,3,24.523647999999998,2664.194595,40.788039,25.24011966666667,1.0294776666666667,0.9848483333333333,0.9848483333333333,0.015151666666666667,1.969697,2.969697,64.193373,52.961309,1412.2542,1165.1487989999998,22.0,65.33333333333333
opt_1p3b_to_6p7b,opt,3,50,0.0,3,42.60801333333333,1517.7403966666668,23.47138633333333,43.386065333333335,1.0182360000000001,0.960784,0.9215686666666668,0.07843133333333334,2.8823526666666672,3.8823526666666672,59.93496533333333,29.648508333333336,999.9015156666668,495.4173523333333,16.666666666666668,64.66666666666667
qwen25_0p5b_to_3b,qwen2.5,2,100,0.0,3,24.201229,2672.261497,41.33488633333334,24.608011,1.0155643333333333,0.9292926666666667,0.915404,0.084596,1.858586,2.8585860000000003,63.503331333333335,52.479227,1444.0301056666667,1193.6093913333334,22.666666666666668,64.66666666666667
opt_1p3b_to_6p7b,opt,3,100,0.0,3,42.74272500000001,1513.623303333333,23.410922999999997,43.31117733333334,1.0107603333333333,0.960784,0.9411763333333334,0.05882366666666666,2.8823526666666672,3.8823526666666672,60.07878766666666,29.79188933333333,998.016697,493.048743,16.666666666666668,64.66666666666667
opt_1p3b_to_6p7b,opt,2,100,0.0,3,43.394912,1521.613857,23.054755666666665,43.68294933333333,1.0041943333333334,1.0,1.0,0.0,2.0,3.0,41.141935999999994,27.747514,905.1225880000001,610.4453043333333,22.0,66.0
opt_1p3b_to_6p7b,opt,2,50,0.0,3,43.203586333333334,1528.12288,23.153376666666663,43.27886266666667,0.9998996666666667,1.0,1.0,0.0,2.0,3.0,41.39740033333333,27.957588666666666,910.7428093333333,615.0669486666667,22.0,66.0
opt_1p3b_to_6p7b,opt,5,50,0.0,3,42.991797999999996,1527.6424126666668,23.263266333333334,42.784546,0.9939076666666667,0.9333333333333332,0.923077,0.076923,4.666666666666667,5.666666666666667,98.92965266666666,33.427027333333335,1150.387708,385.54463566666664,11.666666666666666,65.66666666666667
pythia_410m_to_2p8b,pythia,2,50,0.0,3,35.439648,1835.888682,28.25785833333333,35.07171233333333,0.9862186666666667,0.9151570000000001,0.8725846666666667,0.12741533333333332,1.8303140000000002,2.830314,46.49720033333333,34.06568766666667,1069.5033446666666,783.8810616666666,23.0,65.0
opt_125m_to_1p3b,opt,5,100,0.9,3,57.09063,1150.1945656666667,17.52683,55.683525333333336,0.982767,0.8461203333333334,0.749917,0.250083,4.230602666666667,5.230602666666667,63.56532733333333,36.275741333333336,810.1901939999999,464.62296633333335,12.666666666666666,65.66666666666667
