pair_name,family,approx_model_name,target_model_name,task,prompt_id,gamma,top_k,top_p,temperature,max_tokens,baseline_large_tps,baseline_large_elapsed_ms,avg_target_baseline_generate_ms_per_token,baseline_small_tps,speculative_tps,speedup,rounds,generated_tokens,accepted_count,resample_count,target_sample_count,proposed_draft_tokens,acceptance_rate,all_accept_round_rate,resample_round_rate,avg_accepted_per_round,avg_contributed_per_round,avg_draft_generate_ms_per_round,avg_target_verify_ms_per_round,draft_generate_ms_total,target_verify_ms_total
qwen25_0p5b_to_3b,qwen2.5,Qwen/Qwen2.5-0.5B,Qwen/Qwen2.5-3B,continuation,continuation_1,2,50,0.0,1.0,64,24.486879,2654.482868,40.838198,,24.976764,1.020006,24,65,41,6,18,48,0.854167,0.75,0.25,1.708333,2.708333,58.482591,48.576389,1403.582183,1165.833342
qwen25_0p5b_to_3b,qwen2.5,Qwen/Qwen2.5-0.5B,Qwen/Qwen2.5-3B,continuation,continuation_1,2,50,0.9,1.0,64,24.543709,2689.080077,40.743638,,22.515243,0.917353,26,66,40,8,18,52,0.769231,0.692308,0.307692,1.538462,2.538462,60.574707,50.730741,1574.942381,1318.99927
qwen25_0p5b_to_3b,qwen2.5,Qwen/Qwen2.5-0.5B,Qwen/Qwen2.5-3B,continuation,continuation_1,2,100,0.0,1.0,64,24.001831,2666.463246,41.663488,,24.635641,1.026407,24,64,40,4,20,48,0.833333,0.833333,0.166667,1.666667,2.666667,58.507128,48.42161,1404.17107,1162.118635
qwen25_0p5b_to_3b,qwen2.5,Qwen/Qwen2.5-0.5B,Qwen/Qwen2.5-3B,continuation,continuation_1,2,100,0.9,1.0,64,24.40274,2663.635299,40.979005,,23.241158,0.9524,25,65,40,6,19,50,0.8,0.76,0.24,1.6,2.6,60.167484,50.320556,1504.187112,1258.013894
qwen25_0p5b_to_3b,qwen2.5,Qwen/Qwen2.5-0.5B,Qwen/Qwen2.5-3B,continuation,continuation_1,3,50,0.0,1.0,64,24.94416,2645.909953,40.089545,,23.873,0.957058,20,66,46,6,14,60,0.766667,0.7,0.3,2.3,3.3,86.484919,50.055984,1729.698371,1001.119682
qwen25_0p5b_to_3b,qwen2.5,Qwen/Qwen2.5-0.5B,Qwen/Qwen2.5-3B,continuation,continuation_1,3,50,0.9,1.0,64,24.253469,2680.029032,41.231216,,22.842015,0.941804,20,65,45,6,14,60,0.75,0.7,0.3,2.25,3.25,88.387263,52.176221,1767.745251,1043.524419
qwen25_0p5b_to_3b,qwen2.5,Qwen/Qwen2.5-0.5B,Qwen/Qwen2.5-3B,continuation,continuation_1,3,100,0.0,1.0,64,24.470438,2656.266304,40.865635,,24.9163,1.01822,19,65,46,4,15,57,0.807018,0.789474,0.210526,2.421053,3.421053,85.868967,49.817951,1631.510381,946.541077
qwen25_0p5b_to_3b,qwen2.5,Qwen/Qwen2.5-0.5B,Qwen/Qwen2.5-3B,continuation,continuation_1,3,100,0.9,1.0,64,24.34002,2670.499079,41.084601,,22.941166,0.942529,20,65,45,6,14,60,0.75,0.7,0.3,2.25,3.25,87.715631,52.270594,1754.312612,1045.411888
qwen25_0p5b_to_3b,qwen2.5,Qwen/Qwen2.5-0.5B,Qwen/Qwen2.5-3B,continuation,continuation_1,4,50,0.0,1.0,64,24.255909,2679.759425,41.227068,,28.002445,1.154459,14,65,51,3,11,56,0.910714,0.785714,0.214286,3.642857,4.642857,113.592046,50.215899,1590.288638,703.022587
qwen25_0p5b_to_3b,qwen2.5,Qwen/Qwen2.5-0.5B,Qwen/Qwen2.5-3B,continuation,continuation_1,4,50,0.9,1.0,64,25.623568,2653.806825,39.026571,,20.277085,0.791345,20,68,48,12,8,80,0.6,0.4,0.6,2.4,3.4,113.735707,51.937197,2274.714133,1038.743944
